Source_Module,ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
blue,BP,GO:0051251,positive regulation of lymphocyte activation,43/1269,328/18888,0.131097561,1.951277172,4.664194844,1.9884E-05,0.002471364,0.002100497,CD38/BCL6/EFNB2/IFNG/DPP4/STAT5B/TICAM2/PCK1/CD3E/HLA-G/ADA/CD6/CD28/FOXP3/HES1/IGFBP2/MAD2L2/HMGB1/LEP/CCL2/SLC7A1/PDCD1LG2/TNIP2/HLA-DOB/MTOR/DNAJA3/RASGRP1/HLA-A/FLOT2/EGR3/ZP3/CD276/NFKBIZ/TNFRSF4/ZAP70/BST1/CD55/IL7R/LILRB1/PRLR/TNFSF14/EPHB2/SIRPG,43
blue,BP,GO:0046425,regulation of receptor signaling pathway via JAK-STAT,20/1269,106/18888,0.188679245,2.808332218,5.010509708,2.26628E-05,0.00275293,0.002339811,IL10RA/IFNL1/IFNG/IL6R/OCIAD1/HES1/IFNE/LEP/BCL3/F2R/MST1/IL7R/NOTCH1/PRLR/F2/IFNAR1/IFNA5/IFNA14/IFNB1/EPHB2,20
blue,BP,GO:0002696,positive regulation of leukocyte activation,46/1269,362/18888,0.127071823,1.891357444,4.595545017,2.31339E-05,0.00275293,0.002339811,CD38/BCL6/EFNB2/IFNG/DPP4/STAT5B/TICAM2/PCK1/CD3E/HLA-G/ADA/CD6/CD28/FOXP3/HES1/IGFBP2/MAD2L2/HMGB1/LEP/CCL2/SLC7A1/PDCD1LG2/LBP/TNIP2/HLA-DOB/MTOR/DNAJA3/RASGRP1/HLA-A/FLOT2/EGR3/ZP3/CD276/NFKBIZ/TNFRSF4/ZAP70/BST1/CD55/IL7R/LILRB1/PRLR/TREM2/TNFSF14/CLEC4D/EPHB2/SIRPG,46
blue,BP,GO:0050818,regulation of coagulation,16/1269,74/18888,0.216216216,3.21819692,5.13094148,2.57399E-05,0.002999238,0.002549156,HS3ST5/ANXA5/CD9/FGB/F11/PLAUR/ST3GAL4/ADTRP/SERPINC1/F2R/KNG1/GP1BA/F2/EPHB2/VTN/APOH,16
blue,BP,GO:0050920,regulation of chemotaxis,33/1269,229/18888,0.144104803,2.144879061,4.677942128,2.71056E-05,0.003093906,0.002629618,CSF1/VEGFD/CCL1/EFNB2/DPP4/IL6R/DNM1L/HMGB1/PTPRO/CCL2/SCG2/IL16/FEZF2/SEMA3F/LBP/RARRES2/MPP1/MCU/NRP1/P2RX4/CXCL13/BST1/IL34/PLA2G7/TNFAIP6/NOTCH1/SEMA6B/TREM2/SEMA4D/TNFSF14/ST6GAL1/EDN3/ADAM17,33
blue,BP,GO:0050671,positive regulation of lymphocyte proliferation,24/1269,143/18888,0.167832168,2.498040966,4.825814897,2.80228E-05,0.003134626,0.002664227,CD38/BCL6/STAT5B/CD3E/ADA/CD6/CD28/FOXP3/HES1/IGFBP2/HMGB1/LEP/SLC7A1/PDCD1LG2/DNAJA3/HLA-A/ZP3/CD276/TNFRSF4/ZAP70/BST1/CD55/PRLR/EPHB2,24
blue,BP,GO:0042129,regulation of T cell proliferation,28/1269,181/18888,0.154696133,2.302522106,4.725458903,2.97047E-05,0.003257617,0.002768761,CLC/BCL6/STAT5B/CD3E/HLA-G/CD6/CD28/FOXP3/HES1/IGFBP2/HMGB1/LEP/TNFSF18/SLC7A1/PDCD1LG2/LGALS3/DNAJA3/HLA-A/ZP3/CD276/DLG5/ZAP70/CD55/LILRB1/TNFRSF21/PRNP/CRTAM/CTNNB1,28
blue,BP,GO:0001819,positive regulation of cytokine production,58/1269,500/18888,0.116,1.726562648,4.418882924,3.31086E-05,0.003560658,0.003026326,OAS1/DHX9/CARD9/PQBP1/SETD2/HK1/CCL1/IFNL1/IFNG/IL6R/STAT5B/TICAM2/CD3E/RAET1G/HLA-G/SIRT1/GBP5/CD6/CD28/C1QTNF4/LPL/FOXP3/FCGR2B/LACC1/HMGB1/RNF135/LEP/STOML2/IL1RAP/C3/POLR3C/IL16/CX3CL1/IL1R1/LBP/NLRP2/TRIM32/RASGRP1/BCL3/LY9/CADM1/HLA-A/F2R/CASP1/ZP3/CD276/BRCA1/IL12RB2/TLR2/PLA2G1B/CD55/LILRB1/CD200/TREM2/CRTAM/EPHB2/ADCYAP1/ADAM17,58
blue,BP,GO:0034767,positive regulation of monoatomic ion transmembrane transport,25/1269,154/18888,0.162337662,2.416259863,4.735978512,3.43589E-05,0.003560658,0.003026326,LHCGR/IFNG/GAL/NLGN3/PPP3R2/ADCYAP1R1/CCL2/CX3CL1/DMD/LRRC55/APLNR/P2RX4/STAC2/F2R/NOS1AP/STIM2/PLCG1/PLA2G1B/F2/TREM2/EDN3/EPHB2/KCNE5/ATP1B3/STIM1,25
blue,BP,GO:0002285,lymphocyte activation involved in immune response,31/1269,212/18888,0.146226415,2.176457469,4.623000097,3.52738E-05,0.003560658,0.003026326,PGLYRP3/RELB/BCL6/IFNL1/IFNG/IL6R/PCK1/FGL2/ADA/CD28/FOXP3/FCGR2B/MAD2L2/IFNE/HMGB1/TNFSF18/JAK1/LGALS3/MTOR/BCL3/LY9/AP1G1/NFKBIZ/LILRB1/TP53/IFNA5/IFNA14/IFNB1/CLEC4D/ITM2A/NOTCH2,31
blue,BP,GO:0044706,multi-multicellular organism process,31/1269,212/18888,0.146226415,2.176457469,4.623000097,3.52738E-05,0.003560658,0.003026326,VDR/PARP1/CD38/ADM/PRDM1/STAT5B/PPP3R2/DSG2/TIMP1/IGFBP2/HMX3/LEP/AGRP/DSG1/RGS2/TCF23/PLA2G4B/PITHD1/IGFBP7/CLDN4/STC2/KLK14/MMP2/HPGD/PRLR/PSG4/FBLN1/PSG11/ADCYAP1/PSG9/GJA1,31
blue,BP,GO:0060485,mesenchyme development,43/1269,336/18888,0.12797619,1.904818192,4.491146978,3.56511E-05,0.003560658,0.003026326,WNT10A/MYC/RBM24/OTUD5/AXIN2/S100A4/FGF8/ADAM15/GLIPR2/EPHA4/TAF10/PEF1/EFNA1/BASP1/SERPINB3/WNT16/HES1/MAD2L2/SP6/SEMA3F/AMELX/TCOF1/SPRY2/APLNR/MTOR/CYP26C1/NRP1/ACTA2/NOMO1/DLG5/SPRED2/CDH2/AMH/JAG1/NOTCH1/SEMA6B/TNXB/SEMA4D/EDN3/BAMBI/GCNT2/SFRP2/CTNNB1,43
blue,BP,GO:0045687,positive regulation of glial cell differentiation,12/1269,46/18888,0.260869565,3.882824545,5.253579404,3.6771E-05,0.003608073,0.003066626,TENM4/ID2/ASPA/MAG/HES1/OLIG2/MTOR/HDAC1/TLR2/IL34/NOTCH1/MYRF,12
blue,BP,GO:0050870,positive regulation of T cell activation,35/1269,253/18888,0.138339921,2.059073622,4.551383041,3.76419E-05,0.003629849,0.003085134,BCL6/EFNB2/IFNG/DPP4/STAT5B/PCK1/CD3E/HLA-G/ADA/CD6/CD28/FOXP3/HES1/IGFBP2/HMGB1/LEP/CCL2/SLC7A1/PDCD1LG2/HLA-DOB/MTOR/DNAJA3/RASGRP1/HLA-A/FLOT2/EGR3/ZP3/CD276/NFKBIZ/ZAP70/CD55/IL7R/LILRB1/TNFSF14/SIRPG,35
blue,BP,GO:0046718,symbiont entry into host cell,25/1269,156/18888,0.16025641,2.385282173,4.6626213,4.2863E-05,0.004063265,0.003453509,HS3ST5/EFNB2/MID2/DYNLT1/DPP4/MOG/GSN/SERPINB3/RFPL3/CLDN1/HMGB1/MRC1/EGFR/SLC7A1/CLEC4M/NRP1/CDK1/TRIM8/NPC1/CCR5/TNFRSF4/CD55/SCARB2/PTX3/SELPLG,25
blue,BP,GO:0035264,multicellular organism growth,24/1269,147/18888,0.163265306,2.430067062,4.67132802,4.45054E-05,0.004148645,0.003526077,CSF1/TNS2/PLEKHA1/RMI1/SELENOM/STAT5B/SLITRK6/TAF10/STAT5A/ATF5/ADARB1/WDTC1/XRCC2/MTOR/SMPD3/APBA2/TAL2/NPY1R/STC2/SPTBN4/GDF15/TP53/NOTCH2/PKDCC,24
blue,BP,GO:0070372,regulation of ERK1 and ERK2 cascade,40/1269,308/18888,0.12987013,1.93300789,4.430568887,4.73361E-05,0.004340181,0.00368887,CARD9/FGFR3/CCL1/FGF8/GLIPR2/EPHA4/FGB/RAP1A/MARCO/CIB1/LMO3/HMGB1/CCL2/EGFR/CCL3L1/CX3CL1/MAP2K7/ARHGAP8/APIP/SPRY2/RASGRP1/NRP1/SLC30A10/ACTA2/GNAI2/F2R/NOX4/SPRED2/FGF23/NOTCH1/HMGCR/TREM2/NPNT/FBLN1/GCNT2/NDRG4/EPHB2/NOTCH2/ADCYAP1/ROS1,40
blue,BP,GO:0002706,regulation of lymphocyte mediated immunity,28/1269,186/18888,0.150537634,2.24062635,4.563259014,4.90187E-05,0.004421964,0.00375838,CLC/BCL6/HPX/STAT5B/SH2D1B/RAET1G/HLA-G/CD28/FOXP3/FCGR2B/MAD2L2/HMGB1/LEP/C3/IL1R1/NCR3/RASGRP1/HFE/CADM1/HLA-A/AP1G1/ZP3/CD55/IL7R/LILRB1/TREM2/IFNB1/CRTAM,28
blue,BP,GO:0002699,positive regulation of immune effector process,35/1269,257/18888,0.13618677,2.027025784,4.448888271,5.22718E-05,0.004640574,0.003944184,DNAJB9/CARD9/ITGB2/HK1/HPX/IFNG/STAT5B/TICAM2/PCK1/SH2D1B/RAET1G/HLA-G/SIRT1/CD28/FOXP3/MAD2L2/LACC1/ENPP3/C3/IL1R1/NCR3/LBP/RASGRP1/HFE/CADM1/HLA-A/AP1G1/ZP3/NFKBIZ/TNFRSF4/CD55/LILRB1/TREM2/CRTAM/EPHB2,35
blue,BP,GO:0030595,leukocyte chemotaxis,33/1269,237/18888,0.139240506,2.07247808,4.458956237,5.44589E-05,0.004759194,0.004045003,CSF1/ITGB2/VEGFD/CCL1/DPP4/IL6R/DNM1L/HMGB1/PTPRO/CCL2/SCG2/IL16/CCL3L1/CX3CL1/LGALS3/LBP/RARRES2/MPP1/MCU/CXCL13/CCR5/MMP2/BST1/IL34/PLA2G1B/PLA2G7/TNFAIP6/TNFSF14/EDN3/S100A9/FLT1/CHGA/ADAM17,33
blue,BP,GO:0051965,positive regulation of synapse assembly,14/1269,63/18888,0.222222222,3.307591279,4.923606595,5.91015E-05,0.005085455,0.004322304,STAU2/FLRT3/SLITRK6/NLGN3/SLITRK2/NRXN1/IL1RAP/DLG5/SLITRK5/SEMA4D/AMIGO2/SLITRK4/EPHB2/LRRC24,14
blue,BP,GO:0030098,lymphocyte differentiation,51/1269,432/18888,0.118055556,1.757157867,4.27249138,6.1878E-05,0.005243692,0.004456796,PGLYRP3/DNAJB9/DTX1/RELB/HMGB3/BCL6/IFNL1/PRDM1/IFNG/ID2/CD8A/IL6R/STAT5B/PCK1/CD3E/FGL2/HLA-G/ADA/LY6D/HHEX/CD28/FOXP3/ZC3H8/FCGR2B/IFNE/HMGB1/LEP/JAK1/SLC39A7/MTOR/DNAJA3/RASGRP1/BCL3/LY9/GPR89B/EGR3/NFKBIZ/ZAP70/IL7R/TP53/IFNA5/IFNA14/IFNB1/CLEC4D/ITM2A/CRTAM/NOTCH2/CTNNB1/ADAM17/PSG9/ARMC5,51
blue,BP,GO:0006935,chemotaxis,54/1269,466/18888,0.115879828,1.724773993,4.251565205,6.29128E-05,0.005251809,0.004463694,CSF1/ITGB2/VEGFD/FLRT3/CCL1/FGF7/S100A4/EFNB2/FGF8/DPP4/IL6R/DNM1L/HMGB1/PTPRO/CCL2/SCG2/PLAUR/IL16/CCL3L1/CX3CL1/FEZF2/SEMA3F/ACKR2/LGALS3/LBP/RARRES2/MPP1/MCU/NRP1/P2RX4/EGR3/CXCL13/CCR5/MMP2/L1CAM/BST1/IL34/PLA2G1B/PLA2G7/TNFAIP6/NOTCH1/SEMA6B/UNC5C/TREM2/SEMA4D/LECT2/TNFSF14/ST6GAL1/EDN3/S100A9/FLT1/CHGA/ADAM17/LRTM1,54
blue,BP,GO:0007409,axonogenesis,53/1269,455/18888,0.116483516,1.733759385,4.251899876,6.39391E-05,0.005258993,0.0044698,PLXNB2/SNAP25/FLRT3/EFNB2/FGF8/EPHA4/SLITRK6/NLGN3/EFNA1/MAG/SLITRK2/NRXN1/EFNA2/PTPRO/ADARB1/PAFAH1B1/FEZF2/SEMA3F/RPS6KA5/CHODL/POTEE/NRP1/CNTN4/PAK3/DVL1/POTEJ/ADCY1/SPTBN4/CDH2/EPHA5/L1CAM/SLITRK5/EPHA10/NOTCH1/SEMA6B/UNC5C/UNC5D/SEMA4D/PTPRS/EDN3/KEL/DRAXIN/SLITRK4/APLP1/CDH11/UNC5B/EPHB2/NOTCH2/NEO1/ADAM17/EPHB6/FSTL4/LRTM1,53
blue,BP,GO:0042330,taxis,54/1269,468/18888,0.115384615,1.717403164,4.217577531,7.05218E-05,0.005716352,0.004858525,CSF1/ITGB2/VEGFD/FLRT3/CCL1/FGF7/S100A4/EFNB2/FGF8/DPP4/IL6R/DNM1L/HMGB1/PTPRO/CCL2/SCG2/PLAUR/IL16/CCL3L1/CX3CL1/FEZF2/SEMA3F/ACKR2/LGALS3/LBP/RARRES2/MPP1/MCU/NRP1/P2RX4/EGR3/CXCL13/CCR5/MMP2/L1CAM/BST1/IL34/PLA2G1B/PLA2G7/TNFAIP6/NOTCH1/SEMA6B/UNC5C/TREM2/SEMA4D/LECT2/TNFSF14/ST6GAL1/EDN3/S100A9/FLT1/CHGA/ADAM17/LRTM1,54
blue,BP,GO:0042698,ovulation cycle,15/1269,72/18888,0.208333333,3.100866824,4.793169558,7.20425E-05,0.005756195,0.00489239,PLEKHA1/CGA/LHCGR/STAT5B/SIRT1/LEP/EGFR/A2M/ZP3/MMP2/CASP2/AMH/TNFAIP6/NOTCH1/PTX3,15
blue,BP,GO:0097696,receptor signaling pathway via STAT,28/1269,191/18888,0.146596859,2.18197121,4.406150138,7.9014E-05,0.006084595,0.005171508,IL10RA/FGFR3/IFNL1/HPX/IFNG/IL6R/STAT5B/OCIAD1/STAT5A/HES1/IFNE/LEP/CCL2/TNFSF18/JAK1/STAT2/BCL3/F2R/MST1/IL7R/NOTCH1/PRLR/F2/IFNAR1/IFNA5/IFNA14/IFNB1/EPHB2,28
blue,BP,GO:0043270,positive regulation of monoatomic ion transport,30/1269,211/18888,0.142180095,2.116231387,4.375861542,7.93621E-05,0.006084595,0.005171508,GPD1L/LHCGR/IFNG/GAL/NLGN3/PPP3R2/ADCYAP1R1/HOMER1/LEP/CCL2/CX3CL1/DMD/LRRC55/LGALS3/APLNR/P2RX4/STAC2/F2R/NOS1AP/STIM2/TRPV3/PLCG1/PLA2G1B/F2/TREM2/EDN3/EPHB2/KCNE5/ATP1B3/STIM1,30
blue,BP,GO:2000273,positive regulation of signaling receptor activity,9/1269,29/18888,0.310344828,4.619222304,5.234516845,7.94163E-05,0.006084595,0.005171508,IFNG/NLGN3/BUD31/CCL2/NRP1/HFE/HDAC1/EPHB2/ADAM17,9
blue,BP,GO:0010975,regulation of neuron projection development,53/1269,460/18888,0.115217391,1.714914174,4.165962872,8.51706E-05,0.006437284,0.005471271,ITM2C/PLXNB2/TENM3/RAB17/PQBP1/SPOCK1/CD38/KAT2B/BAG5/STAU2/SNAP25/EFNB2/EPHA4/VLDLR/RAP1A/EFNA1/CIB1/MAG/ATF1/HES1/TBC1D24/PTPRO/CSMD3/CX3CL1/PAFAH1B1/PRAG1/FEZF2/SEMA3F/RIT2/RGS2/CHODL/NRP1/PAK3/NEDD4/NEDD4L/DVL1/SYNE1/CDH2/L1CAM/SCARB2/SEMA6B/SEMA4D/PTPRS/P3H1/KEL/DRAXIN/SFRP2/S100A9/DDR2/NDRG4/EPHB2/NEO1/FSTL4,53
blue,BP,GO:0044409,symbiont entry into host,25/1269,163/18888,0.153374233,2.282846742,4.414477808,8.95633E-05,0.006679033,0.005676741,HS3ST5/EFNB2/MID2/DYNLT1/DPP4/MOG/GSN/SERPINB3/RFPL3/CLDN1/HMGB1/MRC1/EGFR/SLC7A1/CLEC4M/NRP1/CDK1/TRIM8/NPC1/CCR5/TNFRSF4/CD55/SCARB2/PTX3/SELPLG,25
blue,BP,GO:0010959,regulation of metal ion transport,47/1269,394/18888,0.11928934,1.775521715,4.17492156,9.22105E-05,0.006785964,0.005767626,GPD1L/KCNIP1/LHCGR/NETO1/IFNG/GAL/PPP3R2/HOMER3/HES1/ADCYAP1R1/HOMER1/RGS4/CCL2/IL16/CX3CL1/DMD/LRRC55/LGALS3/ATP1A1/APLNR/P2RX4/KCNAB1/HFE/STAC2/GNAI2/F2R/NOS1AP/NEDD4/NEDD4L/STIM2/STC2/TRPV3/SPTBN4/TF/PLCG1/PLA2G1B/LILRB1/F2/TREM2/EDN3/PRNP/KEL/FMR1/CTNNB1/KCNE5/ATP1B3/STIM1,47
blue,BP,GO:0007565,female pregnancy,27/1269,183/18888,0.147540984,2.196023718,4.363230478,9.41564E-05,0.006823462,0.005799496,VDR/PARP1/CD38/ADM/PRDM1/STAT5B/DSG2/TIMP1/IGFBP2/HMX3/LEP/AGRP/DSG1/RGS2/TCF23/IGFBP7/CLDN4/STC2/MMP2/HPGD/PRLR/PSG4/FBLN1/PSG11/ADCYAP1/PSG9/GJA1,27
blue,BP,GO:0097530,granulocyte migration,24/1269,154/18888,0.155844156,2.319609469,4.412779216,9.516E-05,0.006823462,0.005799496,CSF1/ITGB2/CCL1/DPP4/DNM1L/CCL2/SCG2/CCL3L1/CX3CL1/IL1R1/LGALS3/LBP/RARRES2/WDR1/MPP1/MCU/FUT4/CXCL13/BST1/IL34/PLA2G1B/TNFAIP6/EDN3/S100A9,24
blue,BP,GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,25/1269,164/18888,0.152439024,2.268926945,4.380068481,9.90601E-05,0.007013207,0.005960767,FGFR3/IFNL1/FGF7/HPX/FGF8/IFNG/IL6R/EPHA4/CD3E/EFNA1/HES1/LEP/TNFSF18/PLPP3/MTOR/NRP1/NOX4/IL34/TREM2/SEMA4D/TP53/PRNP/VTN/BMP6/ADAM17,25
blue,BP,GO:0044703,multi-organism reproductive process,29/1269,204/18888,0.142156863,2.115885598,4.300525233,0.000103916,0.007265043,0.006174812,VDR/PARP1/CD38/ADM/PRDM1/STAT5B/DSG2/TIMP1/IGFBP2/HMX3/LEP/AGRP/DSG1/RGS2/TCF23/PLA2G4B/IGFBP7/CLDN4/STC2/KLK14/MMP2/HPGD/PRLR/PSG4/FBLN1/PSG11/ADCYAP1/PSG9/GJA1,29
blue,BP,GO:0008037,cell recognition,24/1269,155/18888,0.15483871,2.304644246,4.37699408,0.000105559,0.007288776,0.006194983,HSPA1L/EPHA4/CD9/CD6/NCAM2/FEZF2/NCR3/CLEC4M/LGALS3/LBP/UBAP2L/NRP1/CNTN4/CADM1/ZP3/LY6K/OPCML/TNFRSF21/TREM2/PTX3/CNTNAP2/CRTAM/EPHB2/ZPBP,24
blue,BP,GO:0050730,regulation of peptidyl-tyrosine phosphorylation,31/1269,225/18888,0.137777778,2.050706593,4.255040145,0.000110224,0.007518061,0.006389861,ITGB2/FGFR3/IFNL1/FGF7/HPX/FGF8/IFNG/IL6R/EPHA4/CD3E/EFNA1/HES1/LEP/CADM4/EGFR/SOCS4/TNFSF18/PLPP3/MTOR/NRP1/NOX4/BST1/IL34/TREM2/SEMA4D/TP53/PRNP/SFRP2/VTN/BMP6/ADAM17,31
blue,BP,GO:0010977,negative regulation of neuron projection development,23/1269,146/18888,0.157534247,2.344765051,4.377604762,0.000111635,0.007522603,0.006393721,ITM2C/SPOCK1/CD38/BAG5/EFNB2/EPHA4/EFNA1/CIB1/MAG/HES1/PTPRO/PAFAH1B1/PRAG1/SEMA3F/RIT2/NRP1/SEMA6B/SEMA4D/PTPRS/DRAXIN/EPHB2/NEO1/FSTL4,23
blue,BP,GO:0060760,positive regulation of response to cytokine stimulus,14/1269,67/18888,0.208955224,3.110123143,4.643500837,0.000120223,0.007984781,0.006786542,DHX9/CSF1/HPX/TICAM2/C1QTNF4/USP27X/PAFAH1B1/IL1R1/TRIM32/LSM14A/CASP1/TLR2/TREM2/ADAM17,14
blue,BP,GO:0071621,granulocyte chemotaxis,21/1269,128/18888,0.1640625,2.441932624,4.392939369,0.000121349,0.007984781,0.006786542,CSF1/ITGB2/CCL1/DPP4/DNM1L/CCL2/SCG2/CCL3L1/CX3CL1/LGALS3/LBP/RARRES2/MPP1/MCU/CXCL13/BST1/IL34/PLA2G1B/TNFAIP6/EDN3/S100A9,21
blue,BP,GO:0032102,negative regulation of response to external stimulus,52/1269,456/18888,0.114035088,1.697316577,4.045273168,0.000128621,0.008296364,0.007051367,IL10RA/OAS1/PARP1/NR1D2/DPP4/EPHA4/CD9/PBK/FGB/FGL2/HLA-G/ADA/F11/FOXP3/FCGR2B/ENPP3/PTPRO/LEP/CCL2/PLAUR/SEMA3F/STAT2/USP38/A2M/NRP1/ADTRP/HLA-A/DVL1/CXCL13/TREX1/PLCG1/KNG1/GP1BA/RB1/TNFAIP6/LILRB1/NOTCH1/CD200/SEMA6B/F2/TREM2/SEMA4D/ST6GAL1/PTPRS/LRFN5/CNTNAP2/PSMA1/VTN/APOH/NEO1/REG3A/IER3,52
blue,BP,GO:0002437,inflammatory response to antigenic stimulus,16/1269,84/18888,0.19047619,2.835078239,4.523668591,0.000129498,0.008296364,0.007051367,IL36RN/CD6/CD28/FCGR2B/HMGB1/C3/RASGRP1/A2M/ZP3/TREX1/PLCG1/NOTCH1/TREM2/PSMA1/NOTCH2/FCER1A,16
blue,BP,GO:1904064,positive regulation of cation transmembrane transport,22/1269,138/18888,0.15942029,2.372837222,4.343898074,0.000130535,0.008296364,0.007051367,LHCGR/IFNG/GAL/PPP3R2/ADCYAP1R1/CX3CL1/DMD/LRRC55/APLNR/P2RX4/STAC2/F2R/NOS1AP/STIM2/PLCG1/PLA2G1B/F2/TREM2/EDN3/KCNE5/ATP1B3/STIM1,22
blue,BP,GO:0048762,mesenchymal cell differentiation,35/1269,269/18888,0.130111524,1.936600842,4.152160965,0.000132245,0.008310652,0.007063511,WNT10A/OTUD5/AXIN2/S100A4/FGF8/ADAM15/GLIPR2/EPHA4/PEF1/EFNA1/SERPINB3/WNT16/HES1/MAD2L2/SP6/SEMA3F/AMELX/TCOF1/SPRY2/MTOR/CYP26C1/NRP1/DLG5/SPRED2/CDH2/JAG1/NOTCH1/SEMA6B/TNXB/SEMA4D/EDN3/BAMBI/GCNT2/SFRP2/CTNNB1,35
blue,BP,GO:0042063,gliogenesis,42/1269,346/18888,0.121387283,1.806747837,4.064613398,0.000145492,0.008832029,0.007506647,LRP2/CSF1/TENM4/DTX1/IFNG/ID2/EPHA4/CD9/ASPA/MAG/PITX3/HES1/BMERB1/CCL2/EGFR/CX3CL1/PAFAH1B1/OLIG2/WDR1/PLPP3/MTOR/P2RX4/NRROS/CDK1/HDAC1/CDH2/TLR2/IL34/RB1/NOTCH1/F2/TNFRSF21/TREM2/TP53/S100A9/VTN/CTNNB1/GPC1/MYRF/ARHGEF10/DNER/CDKN2B,42
blue,BP,GO:0097028,dendritic cell differentiation,11/1269,45/18888,0.244444444,3.638350407,4.75538169,0.000146324,0.008832029,0.007506647,RELB/UBD/HLA-G/FCGR2B/HMGB1/LTBR/BATF2/TMEM176A/LILRB1/TREM2/NOTCH2,11
blue,BP,GO:0007156,homophilic cell adhesion via plasma membrane adhesion molecules,25/1269,168/18888,0.148809524,2.214904874,4.244882435,0.000146674,0.008832029,0.007506647,PCDH9/PLXNB2/DSC1/TENM3/DSC2/CDH8/CADM2/DSG2/CADM4/DSG3/DSG1/SDK2/CNTN4/CADM1/SDK1/CDH2/L1CAM/DSC3/PCDHGA1/AMIGO2/CDH11/CDHR1/PCDH10/MPZL2/CDHR5,25
blue,BP,GO:0007416,synapse assembly,29/1269,208/18888,0.139423077,2.07519549,4.184584471,0.000146858,0.008832029,0.007506647,PLXNB2/RAB17/STAU2/SNAP25/FLRT3/C1QL2/SLITRK6/NLGN3/SLITRK2/NRXN1/IL1RAP/SDK2/DVL1/SDK1/DLG5/CDH2/TLR2/SLITRK5/SEMA4D/PTPRS/LRFN5/AMIGO2/SLITRK4/LRFN1/EPHB2/ICAM5/CTNNB1/DNER/LRRC24,29
blue,BP,GO:0002687,positive regulation of leukocyte migration,23/1269,149/18888,0.154362416,2.297555016,4.2674396,0.000152745,0.009088317,0.007724475,CSF1/VEGFD/CCL1/IL6R/DNM1L/HMGB1/TNFSF18/CX3CL1/IL1R1/LGALS3/LBP/RARRES2/MCU/P2RX4/FUT4/ZP3/CXCL13/IL34/PLA2G7/TREM2/TNFSF14/EDN3/ADAM17,23
blue,BP,GO:0002715,regulation of natural killer cell mediated immunity,12/1269,53/18888,0.226415094,3.369998662,4.636869751,0.000162826,0.009486335,0.008062764,STAT5B/SH2D1B/RAET1G/HLA-G/LEP/NCR3/RASGRP1/CADM1/HLA-A/AP1G1/LILRB1/CRTAM,12
blue,BP,GO:0050819,negative regulation of coagulation,12/1269,53/18888,0.226415094,3.369998662,4.636869751,0.000162826,0.009486335,0.008062764,HS3ST5/ANXA5/CD9/FGB/F11/PLAUR/ADTRP/KNG1/GP1BA/F2/VTN/APOH,12
blue,BP,GO:0019216,regulation of lipid metabolic process,40/1269,326/18888,0.122699387,1.826277393,4.038722,0.000164901,0.00950814,0.008081297,MTMR1/KAT2B/EDF1/NR1D2/CGA/ADM/LHCGR/IFNG/GAL/ID2/STAT5B/PCK1/SIRT1/LEP/C3/WDTC1/SERPINA3/RARRES2/ABHD6/ATP1A1/RNF213/BSCL2/MTOR/TTC39B/ACACB/INSIG2/IGFBP7/FABP5/BRCA1/UBR4/TREX1/DKK3/SCT/HPGD/SCARB2/F2/TREM2/APOD/BMP6/ARMC5,40
blue,BP,GO:0030193,regulation of blood coagulation,14/1269,69/18888,0.202898551,3.019974646,4.511218536,0.000167458,0.009557066,0.008122881,CD9/FGB/F11/PLAUR/ST3GAL4/ADTRP/SERPINC1/F2R/KNG1/GP1BA/F2/EPHB2/VTN/APOH,14
blue,BP,GO:1904892,regulation of receptor signaling pathway via STAT,20/1269,122/18888,0.163934426,2.440026354,4.282389572,0.000176298,0.009959938,0.008465296,IL10RA/IFNL1/IFNG/IL6R/OCIAD1/HES1/IFNE/LEP/BCL3/F2R/MST1/IL7R/NOTCH1/PRLR/F2/IFNAR1/IFNA5/IFNA14/IFNB1/EPHB2,20
blue,BP,GO:0016032,viral process,49/1269,428/18888,0.114485981,1.70402775,3.953825403,0.000180994,0.010122975,0.008603867,JUN/OAS1/DHX9/HS3ST5/PAIP1/CCL1/EFNB2/MID2/DYNLT1/DPP4/MOG/GSN/VPS28/MX1/CD28/SERPINB3/RFPL3/CLDN1/HMGB1/CCL2/MRC1/EGFR/ADARB1/SLC7A1/CLEC4M/TRIM32/ST3GAL4/N4BP1/NRP1/MON1B/TMEM41B/CDK1/TRIM8/HDAC1/NPC1/NEDD4/CCR5/TNFRSF4/CD55/SCARB2/NOTCH1/ST6GAL1/TP53/PTX3/SELPLG/IFNB1/FMR1/ST6GALNAC2/BST2,49
blue,BP,GO:0097242,amyloid-beta clearance,10/1269,39/18888,0.256410256,3.816451476,4.725111846,0.000190559,0.010546775,0.008964069,LRP2/MSR1/ITGB2/IFNG/MARCO/MME/C3/HDAC1/HMGCR/TREM2,10
